"","schoolName","schoolLocation","program","url","department","cost","curriculum","prereqcoursework","delivery","length"
"247","University of Oklahoma Norman Campus","Norman, Oklahoma","Master of Science in Engineering - Data Science and Analytics Emphasis","http://www.ou.edu/coe/datascience.html","College of Engineering","http://www.ou.edu/content/bursar/tuition_fees.html","http://www.ou.edu/content/coe/datascience/dsacurriculum.html",NA,"Campus or Online","33 units"
"248","University of Oklahoma Norman Campus","Norman, Oklahoma","MS in Engineering with an Emphasis in Data Science and Analytics","http://www.ou.edu/coe/datascience.html","Data Science and Analytics","http://www.ou.edu/admissions/tuition_aid/cost_estimate.html","http://www.ou.edu/content/coe/datascience/dsacurriculum.html",NA,"Campus","no information given"
"249","University of Oklahoma Norman Campus","Norman, Oklahoma","MS in Management Information Systems","http://www.ou.edu/price/mis/mis_ms_in_mis.html","Division of Management Information Systems","http://www.ou.edu/admissions/tuition_aid/cost_estimate.html","http://www.ou.edu/content/price/mis/mis_ms_in_mis/mis_ms_Curriculum.html",NA,"Campus","32 credits"
"250","Albright College","Reading, Pennsylvania","M.S. in Business Intelligence","http://www.albright.edu/accelerated/masters-degree-articulations.html","Erivan K. Haub School of Business","http://hawkcentral.sju.edu/link/portal/16125/16171/Article/433/Tuition-Fees-Room-and-Board-for-2014-2015","http://online.sju.edu/programs/business-intelligence-curriculum.asp",NA,"Online","30 credits"
"251","Carnegie Mellon University","Pittsburgh, Pennsylvania","Master of Computational Data Science (MCDS)","http://mcds.cs.cmu.edu/?q=node/6","School of Computer Science","http://www.cmu.edu/hub/tuition/graduate/index.html","http://mcds.cs.cmu.edu/?q=node/17","Technical Bachelor's Degree","Campus","144 units/16 months"
"252","Carnegie Mellon University","Pittsburgh, Pennsylvania","Master of Information Systems Management, Business Intelligence and Data Analytics (MISM-BIDA)","http://www.heinz.cmu.edu/school-of-information-systems-and-management/information-technology-msit/curriculum/msit-bida/index.aspx","Heinz College","http://www.heinz.cmu.edu/financial-aid/masters-programs/information-technology-msit/student-expenses/index.aspx","http://www.heinz.cmu.edu/school-of-information-systems-and-management/information-technology-msit/curriculum/msit-bida/index.aspx","Computer Science","Campus or Online","144 units"
"253","Carnegie Mellon University","Pittsburgh, Pennsylvania","Master of Science in Information Technology, Business Intelligence and Data Analytics (MSIT-BIDA)","http://www.heinz.cmu.edu/school-of-information-systems-and-management/information-technology-msit/curriculum/msit-bida/index.aspx","Heinz College","http://www.heinz.cmu.edu/financial-aid/masters-programs/information-technology-msit/student-expenses/index.aspx","http://www.heinz.cmu.edu/school-of-information-systems-and-management/information-technology-msit/curriculum/msit-bida/index.aspx","Computer Science","Campus or Online","144 units"
"254","Carnegie Mellon University","Pittsburgh, Pennsylvania","MBA: Business Analytics Track","http://tepper.cmu.edu/prospective-students/masters/mba/curriculum/tracks-and-capstones/business-analytics","Tepper School of Business","http://tepper.cmu.edu/prospective-students/masters/mba/tuition-and-financial-aid/tuition-and-expenses","http://tepper.cmu.edu/prospective-students/masters/mba/curriculum",NA,"Campus","21 months full time/32 months part time"
"255","Drexel University","Philadelphia, Pennsylvania","Certificate in Healthcare Informatics","http://drexel.edu/cci/programs/professional-development-programs/certificate-in-healthcare-informatics/","Drexel University's Institute for Healthcare Informatics","http://www.drexel.com/online-degrees/information-sciences-degrees/cert-hci/tuition.aspx","http://catalog.drexel.edu/graduate/collegeofcomputingandinformatics/healthinformatics/#certificateinhealthcareinformaticstext",NA,"Online","9 credit hours"
"256","Drexel University","Philadelphia, Pennsylvania","M.S. in Business Analytics","http://www.lebow.drexel.edu/academics/programs/masters/business-analytics","LeBow College of Business","http://drexel.edu/drexelcentral/billing/billing/tuition-and-fee-rates/graduate-programs/","http://www.lebow.drexel.edu/academics/programs/masters/ms-business-analytics/plan-of-study",NA,"Campus","45 credit hours"
"257","Drexel University","Philadelphia, Pennsylvania","Online Master's in Health Informatics","http://www.drexel.com/online-degrees/information-sciences-degrees/ms-hci/index.aspx","College of Computing and Informatics with support from Drexel University's","http://www.drexel.com/online-degrees/information-sciences-degrees/ms-hci/tuition.aspx","http://www.drexel.com/online-degrees/information-sciences-degrees/ms-hci/curriculum.aspx",NA,"Online","45 credits"
"258","Harrisburg University of Science and Technology","Harrisburg, Pennsylvania","Online Master of Science in Analytics","http://www.harrisburgu.edu/academics/graduate/analytics/online-analytics.php","Graduate Education","http://www.harrisburgu.edu/admissions/tuition.php","http://www.harrisburgu.edu/lib/pdf/Catalog%202014-2015%20Final.pdf#page=206","Math, Statistics","Online","36 credit hours"
"259","La Salle University","Philadelphia, Pennsylvania","M.S. in Analytics","http://www.lasalle.edu/analytics/","College of Professional & Continuing Studies","http://www.lasalle.edu/analytics/tuition-and-fees/","http://www.lasalle.edu/analytics/curriculum/",NA,"Online","10 courses"
"260","Misericordia University","Dallas, Pennsylvania","Health Care Informatics Graduate Certificate","http://www.misericordia.edu/misericordia_pg_sub.cfm?sub_page_id=3990&subcat_id=108&page_id=989","College of Health Sciences","http://misericordia.edu/misericordia_pg_sub.cfm?sub_page_id=4396&subcat_id=131&page_id=1094","http://www.misericordia.edu/page.cfm?p=1117",NA,"Online","18 credits"
"261","Misericordia University","Dallas, Pennsylvania","Health Informatics Master's Program","http://www.misericordia.edu/misericordia_pg_sub.cfm?sub_page_id=4235&subcat_id=108","College of Health Sciences","http://misericordia.edu/misericordia_pg_sub.cfm?sub_page_id=4396&subcat_id=131&page_id=1094","http://www.misericordia.edu/page.cfm?p=1116",NA,"Online","36 credits"
"262","Pennsylvania State University-World Campus","University Park, Pennsylvania","Graduate Certificate in Applied Statistics","http://www.worldcampus.psu.edu/degrees-and-certificates/applied-statistics-certificate/courses","Eberly College of Science","http://www.worldcampus.psu.edu/degrees-and-certificates/applied-statistics-certificate/costs","http://www.worldcampus.psu.edu/degrees-and-certificates/applied-statistics-certificate/courses",NA,"Online","12 credits"
"263","Pennsylvania State University-World Campus","University Park, Pennsylvania","Graduate Certificate in Business Analytics","https://www.worldcampus.psu.edu/degrees-and-certificates/business-analytics-certificate/overview","Penn State World Campus","https://www.worldcampus.psu.edu/degrees-and-certificates/business-analytics-certificate/costs","https://www.worldcampus.psu.edu/degrees-and-certificates/business-analytics-certificate/courses",NA,"Online","9 units"
"264","Pennsylvania State University-World Campus","University Park, Pennsylvania","Graduate Certificate in Business Analytics","http://www.worldcampus.psu.edu/degrees-and-certificates/business-analytics-certificate/overview","Smeal College of Business","http://www.worldcampus.psu.edu/degrees-and-certificates/business-analytics-certificate/costs","http://www.worldcampus.psu.edu/degrees-and-certificates/business-analytics-certificate/courses",NA,"Online","9 credits"
"265","Pennsylvania State University-World Campus","University Park, Pennsylvania","Master of Applied Statistics","http://www.worldcampus.psu.edu/degrees-and-certificates/applied-statistics-masters/overview","Eberly College of Science","http://www.worldcampus.psu.edu/degrees-and-certificates/applied-statistics-masters/overview","http://www.worldcampus.psu.edu/degrees-and-certificates/applied-statistics-masters/courses","Math","Online","30 credit hours"
"266","Pennsylvania State University-World Campus","University Park, Pennsylvania","Master of Professional Studies in Data Analytics","http://www.worldcampus.psu.edu/degrees-and-certificates/data-analytics-business/overview","Penn State World Campus","http://www.worldcampus.psu.edu/degrees-and-certificates/data-analytics-business/costs","http://www.worldcampus.psu.edu/degrees-and-certificates/data-analytics-business/courses",NA,"Online","30 units"
"267","Pennsylvania State University-World Campus","University Park, Pennsylvania","Master of Professional Studies in Data Analytics","http://www.worldcampus.psu.edu/degrees-and-certificates/data-analytics-base/overview","Penn State World Campus","http://www.worldcampus.psu.edu/degrees-and-certificates/data-analytics-base/costs","http://www.worldcampus.psu.edu/degrees-and-certificates/data-analytics-base/courses",NA,"Online","30 units"
"268","Philadelphia University","Philadelphia, Pennsylvania","M.S. in Modeling, Simulation and Data Analytics","http://www.philau.edu/msda/curriculum.html","Kanbar College of Design, Engineering, and Commerce","http://www.philau.edu/financialaid/tuition.html","http://www.philau.edu/msda/curriculum.html",NA,"Online","30 credits"
"269","Saint Joseph's University","Philadelphia, Pennsylvania","Master of Science in Business Intelligence & Analytics Program","http://www.sju.edu/int/academics/hsb/grad/msbi/","Erivan K. Haub School of Business","http://s6.parature.com/link/portal/16125/16171/Article/496/What-are-the-Tuition-Rates-for-the-the-MBA-and-Master-of-Science-programs-in-Haub-School-of-Business","http://www.sju.edu/int/academics/hsb/grad/msbi/curriculum/curriculum.html",NA,"Campus","39 credits"
"270","Saint Joseph's University","Philadelphia, Pennsylvania","Online Master of Science in Business Intelligence & Analytics","http://online.sju.edu/programs/business-intelligence-course.asp","Erivan K. Haub School of Business","http://s6.parature.com/link/portal/16125/16171/Article/496/What-are-the-Tuition-Rates-for-the-the-MBA-and-Master-of-Science-programs-in-Haub-School-of-Business","http://online.sju.edu/programs/business-intelligence-curriculum.asp",NA,"Online","39 credits"
"271","Saint Joseph's University","Philadelphia, Pennsylvania","Online Master's in Health Administration: Informatics Specialization","http://online.sju.edu/programs/masters-health-administration-informatics.asp","St Joseph's University Online","http://hawkcentral.sju.edu/ics/support/kbanswer.asp?deptID=16171&task=knowledge&questionID=433","http://online.sju.edu/programs/masters-health-administration-curriculum.asp",NA,"Online","42 hours"
"272","Temple University","Philadelphia, Pennsylvania","Master of Science in Health Informatics","http://chpsw.temple.edu/him/degrees-offered/master-science-health-informatics","Health Information Management Department (College of Health Professions) an","http://bursar.temple.edu/tuition-and-fees","http://cph.temple.edu/him/degrees-offered-ms-health-informatics/mshi-courses",NA,"Campus","30 credits"
"273","University of Pittsburgh-Bradford","Bradford, Pennsylvania","Master's Degree in Biomedical Informatics","http://www.dbmi.pitt.edu/training-programs","Department of Biomedical Informatics","http://www.ir.pitt.edu/tuition/pghpagrad.php","http://www.dbmi.pitt.edu/training-programs/masters",NA,"Campus","36 credit hours/2 years"
"274","University of Pittsburgh-Bradford","Bradford, Pennsylvania","Master's Degree in Biostatistics","http://www.publichealth.pitt.edu/Portals/0/BIOSTAT/BIOST%20MS%20Brochure.pdf","Graduate School of Public Health","http://www.publichealth.pitt.edu/home/prospective-students/admissions/tuition-and-financial-aid/tuition-costs-and-billing","http://www.publichealth.pitt.edu/Portals/0/BIOSTAT/STUDENT%20HANDBOOK%202014-2015.pdf","Math, Computer Science","Campus","36 credit hours"
"275","University of Pittsburgh-Pittsburgh Campus","Pittsburgh, Pennsylvania","MSIS - Big Data Analytics","http://www.ischool.pitt.edu/ist/degrees/specializations/big-data.php","School of Information Sciences","http://www.ischool.pitt.edu/admissions/tuition.php","http://www.ischool.pitt.edu/ist/documents/MSIS_study_plan.pdf","Computer Science, Statistics, Math","Campus","36 credit hours"
"276","Villanova University","Villanova, Pennsylvania","Graduate Certificate in Applied Statistics","http://www1.villanova.edu/content/dam/villanova/artsci/gradstudies/AppliedStatisticsGraduateInformationSheet.pdf","Liberal Arts and Sciences","http://www1.villanova.edu/villanova/enroll/finaid/costs.html","http://www1.villanova.edu/content/dam/villanova/artsci/gradstudies/AppliedStatisticsGraduateInformationSheet.pdf","Math","Campus","15 credits"
"277","Villanova University","Villanova, Pennsylvania","Master of Science in Analytics","http://www1.villanova.edu/villanova/business/graduate/specializedprograms/msa/programinfo.html","School of Business","http://www1.villanova.edu/villanova/business/graduate/specializedprograms/msa/tuition.html","http://www1.villanova.edu/villanova/business/graduate/specializedprograms/msa/curriculum.html","Statistics","Online","33 hours"
"278","Villanova University","Villanova, Pennsylvania","Master of Science in Applied Statistics","http://www1.villanova.edu/villanova/artsci/mathematics/academic-programs/graduate/programs/msapplied.html","Liberal Arts and Sciences","http://www1.villanova.edu/villanova/enroll/finaid/costs.html","http://www1.villanova.edu/villanova/artsci/mathematics/academic-programs/graduate/programs/msapplied/courses.html","Math, Statistics","Campus","30 credits"
"279","Medical University of South Carolina","Charleston, South Carolina","Master of Science in Health Informatics","http://academicdepartments.musc.edu/chp/MSHI/","College of Health Professions","https://www.musc.edu/esl/em/records/fees.html","http://academicdepartments.musc.edu/chp/MSHI/curriculum.htm",NA,"Online","36 credit hours/ 14 months"
"280","University of South Carolina-Columbia","Columbia, South Carolina","Master of Applied Statistics","http://www.sc.edu/stat_dist/mas.shtml","Department of Statistics","http://www.sc.edu/apply/cost_tuition_financial_aid/index.php","http://www.sc.edu/stat_dist/mas.shtml","Math","Online","30 credit hours"
"281","Austin Peay State University","Clarksville, Tennessee","Professional Science Master's Degree in Predictive Analytics","https://www.apsu.edu/csci/psm-information","Department of Mathematics and Statistics","http://www.apsu.edu/bursar/main-campus-graduate-tuition-and-fees","https://www.apsu.edu/sites/apsu.edu/files/csci/2014_08_PSMCourseOfferings.pdf",NA,"Online","2 years"
"282","Austin Peay State University","Clarksville, Tennessee","Professional Science Master's in Data Management and Analysis","http://www.apsu.edu/csci/psm-information","Department of Computer Science and Information Technology","http://www.apsu.edu/bursar/main-campus-graduate-tuition-and-fees","https://www.apsu.edu/sites/apsu.edu/files/csci/2014_08_PSMCourseOfferings.pdf",NA,"Online","2 years"
"283","Middle Tennessee State University","Murfreesboro, Tennessee","Master of Science in Information Systems (Business Intelligence and Analytics Concentration)","http://www.mtsu.edu/graduate/programs/info_bia.php","Department of Computer Information Systems","http://www.mtsu.edu/tuition/forms/14-15_Graduate.pdf","http://www.mtsu.edu/graduate/programs/info_bia.php",NA,"Campus","30 credits"
"284","Middle Tennessee State University","Murfreesboro, Tennessee","Master of Science in Professional Science (M.S.) with a concentration in Health Care Informatics","http://catalog.mtsu.edu/preview_program.php?catoid=9&poid=2308&returnto=377","College of Basic and Applied Sciences","http://www.mtsu.edu/tuition/","http://catalog.mtsu.edu/preview_program.php?catoid=9&poid=2308&returnto=377",NA,"Campus","36 credit hours"
"285","Tennessee Technological University","Cookeville, Tennessee","Professional Science Master's Degree in Environmental Informatics","https://www.tntech.edu/is/ses/psm/psmei","College of Interdisciplinary Studies","http://www.tntech.edu/files/bursar/fees/fees14/feesgrad13-14_A.pdf","https://www.tntech.edu/is/ses/psm/psmei#courseoutline","Technical Bachelor's Degree","Campus, with some courses available online","33 credit hours"
"286","The University of Tennessee at Chattanooga","Chattanooga, Tennessee","Professional MBA with Business Analytics","http://www.utc.edu/college-business/academic-programs/mba/index.php","College of Business","http://www.utc.edu/bursar/fee-schedule.php","http://mbaonline.utc.edu/Programs/1172/Master-of-Business-Administration",NA,"Online","48 credit hours"
"287","The University of Tennessee","Knoxville, Tennessee","Master of Science in Business Analytics","http://bus.utk.edu/soms/analytics/","College of Business Administration","http://onestop.utk.edu/wp-content/blogs.dir/33/files/2013/10/1tuition_fees-2013.pdf","http://bas.utk.edu/academic-programs/masters/business-analytics/curriculum.asp",NA,"Campus","39 credit hours"
"288","The University of Tennessee","Knoxville, Tennessee","MBA with Business Analytics Concentration","http://mba.utk.edu/program-basics/business-analytics.asp","College of Business Administration","http://mba.utk.edu/documents/2014-Start-up_Expenses.pdf","http://mba.utk.edu/program-basics/business-analytics.asp","Statistics, Financial Accounting","Campus","17 months full time (Business Analytics concentrat"
"289","University of Memphis","Memphis, Tennessee","Master's Program in Bioinformatics","http://memphis.edu/binf/","College of Arts and Sciences","http://bf.memphis.edu/finance/bursar/feepayment.php","http://memphis.edu/binf/degreeplan.htm","Computer Science, Math, Biology","Campus","37 credit hours"
"290","Southern Methodist University","Dallas, Texas","Online Master of Science in Data Science","https://requestinfo.datascience.smu.edu/index.html?s=mastersdatasciencesitesmu&l=schools_texas--list&c=1002221&utm_source=mastersdatasciencesitesmu&utm_campaign=schools_texas--list&utm_content=1002221&utm_medium=link","Data Science","https://requestinfo.datascience.smu.edu/index.html?s=mastersdatasciencesitesmu&l=schools_texas--list&c=1002221&utm_source=mastersdatasciencesitesmu&utm_campaign=schools_texas--list&utm_content=1002221&utm_medium=link","https://requestinfo.datascience.smu.edu/index.html?s=mastersdatasciencesitesmu&l=schools_texas--list&c=1002221&utm_source=mastersdatasciencesitesmu&utm_campaign=schools_texas--list&utm_content=1002221&utm_medium=link","Technical Bachelor's Degree","Online","31 credits"
"291","Tarleton State University","Stephenville, Texas","M.S. in Mathematical Data Mining","http://www.tarleton.edu/Costweb/math/degrees/graduate.html#MSDataMining","Department of Mathematics","http://www.tarleton.edu/business/estimatedcost.html","http://catalog.tarleton.edu/grad/sciencetechnology/mathematics/#courseinventory","Technical Bachelor's Degree","Campus","15 months"
"292","Texas A & M University-College Station","College Station, Texas","M.S. in Analytics","http://analytics.stat.tamu.edu/","Department of Statistics","http://sbs.tamu.edu/media/125165/gr-resident-fy13-14.pdf","http://analytics.stat.tamu.edu/files/CurriculumMSAnalyticsProgram514.pdf","Statistics","Campus","36 credit hours"
"293","Texas A & M University-College Station","College Station, Texas","Online M.S. in Applied Statistics","http://www.stat.tamu.edu/dist/programs.php","Department of Statistics","http://www.stat.tamu.edu/dist/programs.php#tuition","http://online.stat.tamu.edu/content_link.php?page=Degree%20Plan","Math","Online","36 credit hours"
"294","The University of Texas at Austin","Austin, Texas","Master of Science in Information, Risk, and Operations Management with a focus on Business Analytics","http://www.mccombs.utexas.edu/business-analytics.aspx","Red McCombs School of Business","http://www.mccombs.utexas.edu/Business-Analytics/Tuition","http://www.mccombs.utexas.edu/Business-Analytics/Curriculum",NA,"Campus","36 credit hours/10 months"
"295","The University of Texas at Dallas","Richardson, Texas","Master of Science in Business Analytics","http://www.utdallas.edu/admissions/graduate/degrees/detail.php?d=1791","Jindal School of Management","http://www.utdallas.edu/bursar/tuition/tables/","http://jindal.utdallas.edu/isom/information-systems-programs/ms-business-analytics/#02-degree-plan","Math","Campus","36+ credit hours"
"296","The University of Texas at Dallas","Richardson, Texas","Master of Science in Healthcare Management with Specialization in Healthcare informatics","http://jindal.utdallas.edu/academic-programs/masters-programs/master-of-science-in-healthcare-management/","Naveen Jindal School of Management","http://www.utdallas.edu/bursar/tuition/tables/","http://jindal.utdallas.edu/masters-programs/ms-healthcare-management/#02-degree-plan",NA,"Campus, up to 60% of coursework may be available online","36 credit hours"
"297","The University of Texas at Dallas","Richardson, Texas","Master of Science in Marketing with Specialization in Marketing Analytics","http://jindal.utdallas.edu/academic-areas/marketing/master-of-science-in-marketing/ms-in-marketing-course-descriptions/","Naveen Jindal School of Management","http://www.utdallas.edu/bursar/tuition/tables/","http://jindal.utdallas.edu/academic-areas/marketing/master-of-science-in-marketing/ms-in-marketing-course-descriptions/",NA,"Campus, with some courses available online","36 credit hours"
"298","The University of Texas at San Antonio","San Antonio, Texas","Master of Science in Applied Statistics","http://graduateschool.utsa.edu/future-students/academic-programs/applied-statistics-m.s","College of Business","http://graduateschool.utsa.edu/funding/graduate-tuition-and-fees/","http://www.utsa.edu/gcat/chapter6/COB/mssdept.html#msas","Math","Campus","33 credit hours"
"299","University of North Texas","Denton, Texas","MS - Business Analytics","http://www.cob.unt.edu/programs/masters/tracksheets/MS%20Business%20Analytics.pdf","College of Business","http://studentaccounting.unt.edu/tuition-and-fee-calculators","http://www.cob.unt.edu/programs/masters/tracksheets/MS%20Business%20Analytics.pdf","Statistics, Math, Economics, Computer Science, Financial Accounting","Campus","36 credit hours"
"300","University of Utah","Salt Lake City, Utah","MS in Computing: Data Management & Analysis","http://www.cs.utah.edu/graduate/hb2014-15/gradhbk2014-15-ms-guidelines/","School of Computing","http://www.cs.utah.edu/graduate/cost_financial/","http://www.cs.utah.edu/graduate/hb2014-15/gradhbk2014-15-ms-phd_data/",NA,"Campus","30 credits"
"301","George Mason University","Fairfax, Virginia","Masters in Information Systems","https://cs.gmu.edu/programs/masters/infs/","Department of Computer Science","http://studentaccounts.gmu.edu/wp-content/uploads/Spring2015Graduate.pdf","https://cs.gmu.edu/programs/masters/infs/deg-req.html",NA,"Campus","30 units"
"302","George Mason University","Fairfax, Virginia","MS in Computational Science","http://spacs.gmu.edu/category/academics/graduate-programs/ms-computational-science/","School of Physics, Astronomy, and Computational Sciences","http://admissions.gmu.edu/costs/","http://spacs.gmu.edu/category/academics/graduate-programs/ms-computational-science/","Math","Campus","30 credits"
"303","George Mason University","Fairfax, Virginia","MS in Data Analytics Engineering","http://volgenau.gmu.edu/dae","Volgenau School of Engineering","http://financialaid.gmu.edu/cost-of-attendance/","http://volgenau.gmu.edu/data-analytics-engineering",NA,"Campus","30 credits"
"304","George Mason University","Fairfax, Virginia","Spatial Business Intelligence Graduate Certificate","http://catalog.gmu.edu/preview_program.php?catoid=5&poid=3296&returnto=85","School of Management","http://studentaccounts.gmu.edu/tuition-fees/","http://catalog.gmu.edu/preview_program.php?catoid=5&poid=3296&returnto=85",NA,"Campus","15 credits"
"305","Radford University","Radford, Virginia","MS in Data and Information Management","http://www.radford.edu/content/csat/home/daim/about.html","College of Science and Technology: Department of Information Technology","http://www.radford.edu/content/student-accounts/home/accounts/tuition.html","http://www.radford.edu/content/csat/home/daim/academics/curriculum.html","Computer Science","Campus","no information given"
"306","University of Virginia","Charlottesville, Virginia","Master of Science in Data Science (MSDS)","http://dsi.virginia.edu/academics","Data Science Institute","http://dsi.virginia.edu/academics","http://dsi.virginia.edu/curriculum","Math, Statistics, Computer Science","Campus","11 months"
"307","Virginia Commonwealth University","Richmond, Virginia","Master of Science in Business, concentration in Decision Sciences and Business Analytics","http://www.pubapps.vcu.edu/bulletins/prog_search/?did=20172","School of Business","http://www.enrollment.vcu.edu/accounting/docs/FINAL_TF_schedule.pdf","http://www.pubapps.vcu.edu/Bulletins/prog_search/?did=20852","Math","Campus","30 credit hours"
"308","Bellevue College","Bellevue, Washington","Healthcare Data Analyst Certificate","http://www.bellevuecollege.edu/ce/healthcare-classes/healthcare-data-analyst-certificate/","Bellevue College Continuing Education","http://www.bellevuecollege.edu/ce/healthcare-classes/healthcare-data-analyst-certificate/","http://www.bellevuecollege.edu/ce/healthcare-classes/healthcare-data-analyst-certificate/","Computer Science, Math","Campus","227 hours"
"309","City University of Seattle","Seattle, Washington","Master of Science in Computer Systems with Concentration in Big Data Management","http://www.cityu.edu/programs/ti/ms_computer_systems.aspx","Technology Institute","http://www.cityu.edu/admissions-financialaid/admissions/tuition.aspx","http://www.cityu.edu/programs/ti/ms_computer_systems.aspx","Technical Bachelor's Degree","Online","45 credit hours"
"310","Seattle University","Seattle, Washington","Graduate Certificate in Business Analytics","http://www.seattleu.edu/albers/graduate/certificates/analytics/","Albers School of Business and Economics","http://www.seattleu.edu/albers/graduate/admissions/tuition/","http://www.seattleu.edu/albers/graduate/certificates/analytics/","Statistics","Campus","15 credits"
"311","University of Washington-Seattle Campus","Seattle, Washington","Certificate in Data Science","http://escience.washington.edu/content/certificate-data-science","UW Department of Computer Science & Engineering","http://www.pce.uw.edu/certificates/data-science.html","",NA,"Online","9 credits"
"312","University of Washington-Tacoma Campus","Tacoma, Washington","Certificate in Business Analysis","http://www.pce.uw.edu/certificates/business-analysis.html","Professional and Continuing Education","http://www.pce.uw.edu/certificates/business-analysis/downtown-seattle-autumn-2014/","",NA,"Campus","9 CEUs"
"313","University of Washington-Tacoma Campus","Tacoma, Washington","Certificate in Business Intelligence","http://www.pce.uw.edu/certificates/business-intelligence-decision-making.html","UW Department of Computer Science & Engineering","http://www.pce.uw.edu/certificates/business-intelligence-decision-making/bellevue-autumn-2015/","http://www.pce.uw.edu/certificates/business-intelligence-decision-making.html",NA,"Campus","9 CEUs"
"314","West Virginia University","Morgantown, West Virginia","Master of Professional Studies in Statistical and Data Sciences","http://www.stat.wvu.edu/Programs/mpsstat.html","Department of Statistics","http://tuition.wvu.edu/","http://www.stat.wvu.edu/Programs/mpsstat.html","Math","Campus","30 untes"
"315","University of Wisconsin Colleges","Madison, Wisconsin","Graduate Certificate in Business Analytics (UW-Milwaukee)","http://ecampus.wisconsin.edu/online-certificate/certificate-in-business-analytics-uw-milwaukee.aspx","Lubar School of Business","http://www4.uwm.edu/business/programs/certificates/business-analytics.cfm","http://uwm.edu/business/academics/graduate/business-analytics/",NA,"Online","15 credit hours"
"316","University of Wisconsin Colleges","Madison, Wisconsin","Online Master of Science in Data Science","http://datasciencedegree.wisconsin.edu/","UW Extension","http://datasciencedegree.wisconsin.edu/","http://datasciencedegree.wisconsin.edu/",NA,"Online","36 credits"
"317","University of Wisconsin-Madison","Madison, Wisconsin","Master of Science in Statistics - Data Science","https://advanceyourcareer.wisc.edu/degrees/data-science/","Department of Statistics","https://advanceyourcareer.wisc.edu/degrees/data-science/","https://advanceyourcareer.wisc.edu/degrees/data-science/",NA,"Campus","30 units"
"318","University of Wisconsin-Milwaukee","Milwaukee, Wisconsin","Online Graduate Certificate in Business Analytics","http://www4.uwm.edu/business/programs/certificates/business-analytics.cfm","The Lubar School of Business","http://www4.uwm.edu/business/programs/certificates/business-analytics.cfm","http://uwm.edu/business/academics/graduate/business-analytics/",NA,"Online","15 credits"
